cleanedV	Freq
forming	4
forms	3
formula	6
formulamake	1
formwhich	1
fort	7
forte	1
forth	1
forthright	2
forties	1
fortified	1
fortitude	1
fortrump	1
fortunate	2
fortunately	5
fortune	28
fortuneamp	1
fortunes	1
forty	3
fortyseven	1
forum	12
forums	1
forward	328
forward2016	1
forwarded	1
forwe	1
forzadesiderio	1
fossil	1
foster	1
fot	2
fotgotten	1
fought	15
foul	2
found	41
foundation	28
foundational	2
foundationcheck	1
foundations	5
founded	2
founder	6
founders	1
founding	4
four	65
fournier	1
fourth	3
fourthgrader	1
fourtime	1
fourtrump	1
fouryear	1
foust	1
foward	1
fowler	1
fox	200
fox2	1
foxalways	1
foxandfriends	1
foxbusiness	1
foxenjoy	1
foxit	1
foxnews	4
foxnewsinsider	1
foxs	1
foyer	1
fpastor	1
fr	2
frack	14
fracking	9
fraction	7
fractured	1
fragile	10
fragrance	12
fragrancegreat	1
fragrancelove	1
fragrances	2
fragrancesuccess	1
frame	2
framework	1
fran	4
france	13
frances	1
francewho	1
franchise	8
francis	3
francisco	6
franco	1
frank	14
franklin	23
franklinpierceherald	1
frankly	3
frankness	2
fransisco	1
frantically	2
fraternal	1
fraud	47
fraudinchief	1
fraudnot	1
frauds	1
fraudsters	1
fraudulent	9
fraudulently	3
frayed	1
frazier	1
freakin	1
freaking	2
freakn	1
fred	22
freddie	2
frederick	1
fredrik	1
fredy	1
free	96
freebies	1
freed	5
freedom	51
freedoms	3
freedomsit	1
freedomsummit	1
freedshe	1
freefall	1
freeforall	1
freeing	1
freely	2
freeman	1
freewow	1
freeze	2
freezing	22
freighter	1
french	6
frenzy	1
frequent	2
frequently	3
fresh	14
fresno	1
fri	2
frida	1
friday	63
fridays	4
fried	2
frieden	1
friedman	4
friend	130
friendlier	1
friendliness	1
friendly	8
friends	158
friendsand	1
friendship	4
friendsspent	1
friendthey	1
fright	1
frightening	5
frightens	1
frightful	1
frisk	9
frisked	2
frivolous	5
from	1310
fromand	1
front	47
frontiers	1
fronting	6
frontman	2
frontrunner	13
fronts	12
frontsyour	1
frost	2
froze	1
fruition	1
fruitless	1
frumpy	3
frustrated	3
frustrates	1
frustrating	1
fry	2
ft	15
ftonights	1
fuck	6
fucked	3
fucking	7
fuckung	1
fudged	1
fued	1
fuel	8
fueled	3
fueling	1
fuelled	1
fuels	1
fugedaboudit	1
fulfill	1
full	89
fuller	1
fullp	1
fulltime	2
fully	51
fumbles	1
fumbling	1
fumed	1
fuming	1
fun	137
funare	1
function	3
functioning	1
functions	1
fund	15
fundamentally	1
fundanything	1
funded	9
funding	23
fundraise	3
fundraiser	15
fundraisers	13
fundraises	2
fundraising	14
fundraisingon	1
funds	8
fundvery	1
funeral	12
funeralabsolutely	1
funjust	1
funneling	1
funnier	2
funniest	4
funny	49
funwho	1
furious	19
furloughed	1
furnished	1
furnishing	1
furniture	4
furor	1
further	20
furthermore	1
fury	2
furyk	2
fusion	3
fuss	3
future	105
futuregod	1
futures	2
fux	1
fwd	2
fyi	3
fyou	1
g	7
g8tn	1
ga	6
gabby	1
gabriel	6
gabriela	4
gaby	1
gaddafi	3
gadget	1
gadhafi	1
gadhafis	1
gaffe	3
gaffes	2
gaga	2
gagging	1
gail	4
gain	22
gained	6
gaining	4
gains	8
gal	1
gala	17
galaxylike	1
gales	2
gallacher	1
gallagher	2
gallery	1
gallon	7
gallonwelcome	1
gallup	3
gals	2
gamble	1
gambling	5
game	132
gamechanger	2
gamederek	1
gamefor	1
gameid	1
gamereally	1
games	33
gamestoo	1
gamethanks	1
gamethe	1
gaming	5
gandolfini	3
gandolfiniobama	1
gang	14
gangbanger	1
gangs	2
ganna	1
gap	2
garbage	32
garbagea	1
garbageand	1
garbageno	1
garcía	1
garden	6
gardner	2
garland	1
garners	2
garnett	1
garnetts	1
garrett	1
garrettdont	1
garten	1
gary	37
garys	1
gas	87
gasoline	8
gasp	1
gasparinos	1
gatekeeper	1
gates	11
gateway	3
gathering	3
gathers	1
gator	1
gauntlet	1
gave	132
gavin	1
gay	8
gaye	1
gays	3
gaza	3
gazette	1
gazillion	1
gbampi	1
gc	1
gcc	1
gdp	17
ge	1
gear	3
geat	1
gee	6
geeat	1
geeeezzzz	1
geez	1
geico	1
geist	1
geithner	1
gekko	1
geller	1
gem	7
gems	2
gen	7
genall	1
gender	1
gene	1
general	86
generally	1
generals	16
generated	2
generates	1
generation	13
generationgo	1
generationif	1
generationlove	1
generations	8
generatıon	1
generic	1
generosity	2
generous	4
generously	1
genes	6
genetic	2
geneva	4
geneva7pm	1
genius	58
geniuses	5
gennady	1
gennifer	1
geno	1
genpatton	1
genration	1
gentle	5
gentleman	8
gentlemen	1
genuine	8
genuinely	3
geoffrey	1
geomorphology	1
geopolitical	1
george	75
georgelopez	1
georges	3
georgetown	2
georgia	26
georgians	1
georgina	1
gerald	1
geraldo	29
geraldoand	1
geraldohes	1
geraldos	2
gerardo	1
gerardwonderful	1
gerber	1
gerlado	1
german	7
germanwings	1
germany	10
germanys	1
geronimos	1
gesture	2
get	1214
getand	1
getaway	4
getem	1
gets	134
getter	1
gettin	2
getting	227
gettinghave	1
getty	1
gettysburg	2
ghasemi	1
giant	7
giants	4
gibbons	1
gifford	1
gift	34
gifta	1
gifted	3
gifting	1
gifts	16
gifttrump	1
gig	1
gigantic	1
giganticand	1
gil	2
gilbert	6
gilberto	1
gilc	1
gimmick	2
gingrich	2
ginrnnr2	1
ginsburg	4
giovannis	1
girardi	4
girl	22
girlfriend	12
girlfriends	1
girlfriendsnot	1
girls	13
girltysm	1
giselebest	1
gitmo	15
giuliani	4
giunta	1
giv	1
give	347
givem	1
given	81
gives	67
giving	91
glad	91
gladder	1
gladly	4
glamor	1
glamorous	1
glamour	5
glasgow	2
glass	8
glasses	4
gleams	1
glen	1
glenda	1
glenfiddich	7
glenn	5
glide	1
glimpse	3
glimpses	1
glistening	2
glitziest	1
gln	1
gloated	1
global	126
globalism	1
globe	4
globeandmail	1
globes	1
gloom	1
gloomy	1
gloria	3
glorification	1
glorious	6
glory	4
gloves	3
glow	1
glowingly	1
glued	1
gm	5
gma	2
gmt	1
gnat	1
go	626
goahead	1
goal	28
goallook	1
goals	37
goand	1
goangelo	3
goat	1
goatfired	1
goats	1
gobut	1
god	102
godbless	2
goddammit	1
gods	6
goes	59
goesits	1
goethe	1
goi	2
goin	1
going	764
goinggreat	1
goinghope	1
goingif	1
gold	51
golda	1
goldberg	7
goldberger	2
goldbergselfrighteous	1
golden	25
goldfinger	1
goldman	10
goldwyn	4
golf	452
golf18	1
golfand	1
golfcouldnt	1
golfed	1
golfer	11
golferinchief	1
golferole	1
golfers	4
golfersnever	1
golfespecially	1
golfing	7
golfs	3
golftournament	1
golftrump	1
golfworse	1
golic	1
golovkin	1
gone	58
gonna	43
gonzales	1
gonzalo	2
good	1030
goodbeautiful	1
goodbye	1
goode	1
goodell	1
gooders	1
goodes	1
goodfellas	1
goodies	2
goodmorning	1
goodness	4
goodnielsen	1
goodnight	1
goods	9
goodsand	1
goodtrouble	1
goofball	1
goofy	27
google	7
goons	1
goooo	1
gooooood	1
gop	208
gope	2
gopers	1
gopher	1
gops	3
gordon	1
gore	2
gored	2
gores	1
gorgeous	23
gorgeousa	1
gorsuch	2
gosh	4
gosselin	5
gossip	1
gossipeverything	1
got	386
gotcha	2
gotoguy	1
gotta	20
gotten	24
gottfried	1
gotv	4
gouging	2
gov	42
govchristie	1
government	173
governmentand	1
governments	7
governmentthey	1
governor	75
governorof	1
governors	4
governoryour	1
govkasich	2
govsblah	1
govt	33
govtt	1
govtwhat	1
gowdy	6
gowns	1
gp	1
gq	4
gr8	3
grab	6
grabbed	1
grabbing	1
grabs	1
grace	4
gracefully	1
graces	2
gracious	7
graciousness	1
grad	1
grade	10
graded	1
gradei	1
grades	4
grads	3
graduate	4
graduated	2
graduateenergy	1
graduates	2
graduation	2
graduationand	1
grady	1
graeme	1
graft	1
graham	29
grain	1
gram	2
gramm	1
grammar	3
grammy	2
grand	39
grandaughter	2
grandchild	1
grandchildren	2
grandchildrens	1
grande	1
grander	1
grandeur	1
grandfather	2
grandkids	3
grandma	1
grandmother	1
grandpa	1
grandparents	1
grandstand	1
grandstanding	1
granite	8
grant	10
granted	11
granting	3
grants	4
grapes	3
graph	1
graphics	2
graphite	1
grass	1
grasso	1
grassroots	6
grate	1
grateful	12
gratification	2
gratifying	2
gratitude	5
grave	6
graves	1
gravis	4
gravitas	2
gravitasit	1
gravitating	1
gravy	2
gray	3
graydon	29
grea	1
great	3766
greata	1
greatagain	1
greatand	3
greatbe	1
greatbest	2
greatbut	3
greatenjoy	4
greater	25
greatest	155
greateverybody	1
greatgood	6
greather	1
greati	2
greatkeep	1
greatleadership	1
greatlike	1
greatloved	1
greatly	37
greatness	25
greatnobody	1
greatnow	1
greatour	1
greats	7
greatsay	1
greatthank	1
greatthanks	6
greatwe	1
greatwork	2
greatx10	1
greatyou	1
greatyour	1
greece	6
greeces	1
greed	1
greedy	1
greeley	3
green	31
greenberg	2
greenblatt	4
greenes	1
greens	7
greensboro	4
greenspan	1
greenville	6
greet	1
greeted	1
greeting	1
greetings	5
greg	5
gregg	1
gregs	1
grenades	1
greta	44
gretadont	1
gretas	2
gretayoure	1
gretchen	2
gretzky	3
grew	5
grey	2
grid	1
gridlock	1
gridlockno	1
grievanceswe	1
grieve	2
grievous	1
griftersinchief	1
grill	7
grills	1
grilltrump	1
grimes	3
grip	1
grit	2
gritty	1
groove	1
groping	1
gross	8
grossed	1
grossing	1
grossly	3
grotesque	1
ground	27
groundbreaking	4
grounded	1
grounds	3
group	57
groups	20
groupswe	1
groveling	3
grow	24
growing	18
grown	6
growng	1
grownups	1
growpeople	1
grows	6
growth	60
growthwhich	1
grt	1
grubby	1
gruber	11
grudge	1
grumpy	1
gruters	2
gt	12
gtfountain	1
gtgtgt	1
gtim	1
guam	1
guangcheng	2
guantanamo	1
guarantee	7
guaranteed	6
guaranteeing	2
guarantees	3
guard	9
guardian	1
guarding	2
guards	1
gucci	2
guess	46
guessed	1
guessing	1
guest	44
guestrooms	10
guests	7
guida	1
guidance	4
guide	11
guidelines	1
guides	1
guidice	1
guiltcan	1
guilty	22
guinness	1
guise	1
gulbis	1
gulf	2
gullible	1
gum	2
gumbal	1
gumbel	8
gumbeland	1
gumbels	1
gun	47
guna	1
gunand	1
gunman	1
gunned	3
gunneddown	1
guns	36
gunshot	1
gushes	1
gust	1
gusto	2
gut	9
gutbut	1
gutless	2
guts	32
gutsy	1
gutted	4
gutter	3
guy	272
guyamp	1
guyand	2
guybad	1
guybut	1
guyhe	1
guyjust	2
guys	41
guyshould	1
guyso	1
gw	7
gwbushbut	1
gwinnett	1
gym	2
gymnasium	1
gymnastic	1
gymnastics	1
gymnasts	1
gyms	1
h	17
h1b	1
h2o	1
ha	4
haberman	2
habit	7
habitat	1
habits	3
habitual	6
hack	12
hacked	14
hackers	3
hacking	18
hacks	3
had	485
hadnt	3
hadwould	1
hagan	4
hagel	19
hagels	3
hagen	2
haha	10
hahaha	1
hahahaha	1
hahahahahahaha	1
hahahahahahahalove	1
hail	2
hailey	1
haim	1
hair	35
hairbest	1
hairdryer	1
hairhighest	1
hairpiece	1
hairraising	1
hairs	1
hairshould	1
hairstyle	3
haiti	1
halarious	1
hale	1
haley	2
half	34
halfstaff	2
halfway	2
hall	70
halle	2
hallein	1
hallmar	1
hallmark	1
halloween	3
halls	1
hallucinating	1
halo	1
halperin	3
halt	2
halting	2
haltingly	1
hamas	4
hamasled	1
hamilton	5
hammam	1
hamman	1
hammer	5
hammered	1
hammerheads	1
hammering	1
hammers	1
hammond	4
hampshire	133
hampshireso	1
hampton	1
hamptons	1
hand	35
handbasket	1
handed	6
handedhe	1
handedly	2
handful	1
handheld	1
handicapper	1
handily	1
handing	6
handle	43
handled	12
handles	1
handling	8
handout	2
handouts	4
hands	39
handsinsult	1
handsome	9
handsomecharismatic	1
handwriting	2
handwritten	1
hang	5
hanger	1
hangerons	1
hanging	2
hangs	1
hank	3
hannah	1
hannity	7
hanse	2
hanson	1
hanukah	1
hanukkah	1
haphazard	2
hapless	1
happen	130
happen️	1
happena	1
happened	55
happenedi	1
happengreat	1
happenid	1
happening	43
happeningand	1
happeningfrom	1
happenings	1
happens	36
happens9	1
happenshould	1
happier	6
happiest	2
happily	7
happiness	8
happy	325
happyand	1
happybirthday	1
happyif	1
happylots	1
happyshes	1
harass	1
harassed	1
harassing	2
harassment	2
harbor	4
harboring	1
harborso	1
hard	311
hardball	2
harder	30
hardest	5
hardhit	1
hardly	8
hardships	1
hardtax	1
hardworking	3
hardyawesome	1
harm	2
harmless	2
harmony	1
harms	1
harold	1
harper	1
harriet	1
harrington	2
harris	2
harrisburg	1
harrison	1
harry	16
harsh	7
harsher	1
hartford	1
harvard	12
harvey	6
harwood	2
has	1574
hashanah	1
hashtag	2
hasnt	25
hassan	2
hassle	1
haste	1
hastens	1
hat	18
hatchet	2
hate	106
hated	11
hateful	2
hatehands	1
hatemail	1
haten	1
hater	8
haters	100
haterseven	1
haterslet	1
haterslosers	2
hates	19
hathaway	1
hating	4
hatred	9
hats	5
hatzahlah	1
haul	5
haunt	1
haute	2
hav	1
havana	1
have	2519
havent	34
having	138
havingbatting	1
havnt	4
havoc	2
hawaii	24
hawaiian	2
hawaiis	3
hawkeye	2
hawks	1
hay	1
hayes	2
hazard	3
hbo	9
hcs	1
hd	1
he	2254
head	59
headache	1
headed	12
headfirst	1
heading	59
headline	11
headlines	4
headlining	1
headquarters	5
headquartersgave	1
heads	20
headtohead	1
headwhy	1
healbut	1
healed	1
healing	1
health	48
healthcare	57
healthier	1
healthy	23
hear	172
hearand	1
hearbeat	1
heard	77
hearill	1
hearing	50
hearings	2
hearingsthe	1
hearn	1
hears	3
heart	58
heart️	1
heartbeat	10
heartbreaking	1
heartedly	1
heartfelt	4
heartlung	1
hearts	3
heat	16
heated	2
heather	4
heathy	1
heatwave	1
heaven	5
heavily	6
heavy	12
heavyweight	1
hebdo	2
hebridean	1
heck	6
heckle	1
heckler	2
heckling	1
hed	16
hedge	4
hedgehog	1
heel	3
heels	2
hegemony	1
hehe	1
heidi	3
heightened	1
heights	2
heilemann	3
heilemanns	1
heisman	2
heist	1
held	36
helen	1
heli	1
helicopter	6
helipad	1
hell	152
hella	1
hellhole	1
hello	29
hellunder	1
helluva	1
hellwe	1
helm	4
helmet	2
help	200
helpcan	2
helped	22
helpedrefused	1
helpers	1
helpful	2
helping	34
helpinguse	1
helpless	2
helps	10
helpthe	1
helpthey	1
helpyou	1
hemisphere	1
hemmer	1
hemorrhage	1
hence	6
henchman	1
henderson	4
henninger	1
henry	30
hepburn	2
her	484
hera	1
herald	8
heraldfranklin	1
heraldos	1
herd	1
here	229
hereby	2
heredeath	1
heres	30
heritage	7
herloser	2
herman	4
hermanwho	1
hero	47
heroes	18
heroin	2
herolove	1
hers	2
hersadly	1
herschel	4
herself	16
hershe	2
hershey	3
herunrealhow	1
herwill	1
hes	308
hesgreat	1
hesitates	2
hesitation	1
hewitt	2
hey	57
hhs	2
hi	56
hib	1
hickory	1
hid	1
hidden	8
hide	11
hideous	1
hides	1
hiding	14
higbie	1
high	151
highdo	1
highend	2
higher	46
highest	63
highgreat	1
highlands	1
highlight	4
highlighting	4
highlights	5
highly	62
highness	1
highrise	3
highs	2
highway	3
highways	2
hijackers	1
hike	6
hikes	5
hil	1
hilarious	8
hilary	10
hilaryclinton	1
hiliarys	1
hill	14
hillary	625
hillaryclinton	10
hillaryclintons	1
hillarys	37
hillarythats	1
hillarywow	1
hills	3
hillswhy	1
hilt	2
hilton	8
him	675
him️	1
himand	1
himbut	1
himhe	1
himher	1
himhes	1
himmy	1
himno	1
himpreserving	1
himsecretly	1
himself	69
himselfa	2
himselfim	1
himselfphony	1
himselfso	1
himthanks	1
himunderstand	1
himwe	1
himwhich	1
hindenburg	1
hindu	1
hint	1
hints	2
hip	2
hips	1
hire	14
hired	21
hires	2
hiring	13
hirings	1
his	1253
hispanic	21
hispanically	1
hispanics	19
hispanicsa	1
hispanicslatinos	1
hissy	1
historic	27
historical	1
history	139
historyi	1
historyis	1
historykasich	1
historymy	1
hit	136
hitchcock	1
hits	50
hitter	2
hitting	26
hj	1
hk	1
hln	1
hlp	3
hmmm	1
hmmmcan	1
hmmmm	1
hmmmmso	1
hoax	11
hoaxsters	3
hoc	1
hockey	1
hodnett	1
hof	3
hoft	1
hogan	2
hokey	1
hol	1
hold	35
holder	3
holders	1
holding	17
holdings	2
holds	9
hole	28
holes	14
holiday	35
holidays	16
holidayshave	1
hollow	1
hollowing	2
holly	5
hollyrod	1
hollywood	21
holmes	1
holocaust	2
holtz	1
holy	1
homage	1
home	138
homecountry	1
homefield	1
homeland	8
homeless	2
homeowners	1
homeownership	1
homer	2
homerun	1
homes	3
hometown	2
homework	5
homie	1
hon	1
hone	1
honed	4
honest	57
honestly	26
honestlyyou	1
honesty	24
honey	1
honeymoon	2
hong	3
honolulu	6
honolulus	3
honor	147
honorable	3
honorably	2
honorary	1
honored	59
honorhe	1
honoring	7
honoris	1
honors	3
honorthanks	1
honour	1
hood	6
hook	10
hooked	3
hoosier	1
hooters	1
hop	1
hope	408
hoped	2
hopeful	4
hopefully	51
hopefulnicest	1
hopefuls	1
hopeless	2
hopelessand	1
hopelessly	2
hopes	7
hopewe	1
hoping	21
hopkins	3
hopping	1
horizon	1
horizons	7
hormuz	5
hornet	1
hornick	1
horrendous	13
horrendousthe	2
horrible	73
horribly	7
horrific	7
horrifying	3
horror	4
horrors	1
horry	1
horse	3
horses	1
horseshoes	1
horsesone	1
hosp	4
hospitable	1
hospital	12
hospitality	4
hospitalized	1
hospitals	1
host	48
hostage	4
hostages	5
hosted	27
hostess	2
hostile	8
hosting	46
hosts	8
hosttonight	1
hot	20
hotcakes	2
hotdogs	1
hotel	269
hotelier	1
hoteljobs	1
hotels	54
hotelsdidnt	1
hotelthanks	1
hotnow	1
hotspots	1
hotter	2
hottest	8
hough	1
hounding	1
hour	46
hourand	1
hourly	2
hours	58
hoursits	1
house	236
housea	1
housebut	1
housegave	1
houseglad	1
household	8
households	6
housei	1
houseill	1
houses	8
housesi	1
housewife	1
housewives	2
housing	15
houston	13
houstondo	1
houstons	1
hovering	1
how	810
howard	36
howards	5
however	11
howeverbird	1
howie	3
hows	2
hp	2
hpw	1
hq	9
hr	4
hrc	11
hrs	8
hs	1
ht	7
htt	4
http	5
https	20
hu	1
hubby	4
huck	1
huckabee	8
huckebee	1
hud	1
hudson	4
huff	6
huffington	14
huffpost	2
hug	2
huge	93
hugh	2
hughes	1
hugo	4
huh	2
huma	8
human	16
humana	1
humane	1
humanitarian	3
humanity	2
humas	1
humble	7
humbled	1
humilate	1
humiliate	1
humiliated	4
humiliating	1
humility	2
humongous	1
humongouspeople	1
humor	5
humorlol	1
humorous	2
humour	2
hundred	3
hundreds	18
hunger	1
hungering	1
hungry	7
hunt	4
hunter	2
hunters	4
hunting	3
huntingtons	2
huntley	2
huntleys	1
hunts	1
huntsman	3
huntsvillemadison	1
hurricane	20
hurricanes	2
hurry	6
hurt	27
hurting	13
hurts	10
hurtthere	1
husband	33
husbands	3
husbandyou	1
hussein	7
hustles	2
huuuge	1
huuuuuge	2
huxley	1
hv	2
hvidston	1
hw	2
hyatt	1
hyde	1
hydro	1
hype	3
hyperlinked	1
hypocrisy	1
hypocrite	17
hypocrites	9
hypocritesthey	1
hypocritical	1
hypocriticalyour	1
hysteria	1
hysterical	1
hzmkl	1
i	6218
ia	15
iain	1
ian	2
ibd	1
ibm	1
ic	1
icahn	11
icahnkravisbuffet	1
ice	37
iceberg	2
icebreaker	2
iced	1
ichiro	1
icing	1
icon	18
iconand	1
iconic	24
icons	3
iconthanks	1
icymi	16
id	116
idaho	5
idc	1
idea	74
ideaand	1
ideaenjoy	1
ideai	1
ideajust	1
ideal	11
idealist	1
ideally	1
ideals	2
ideas	55
ideasthats	1
ideasthen	1
ideathanks	1
identical	2
identifiable	1
identification	2
identified	2
identify	10
identity	1
ideological	2
idf	2
idiocy	2
idiot	15
idiots	18
idk	2
idle	1
idly	1
idol	19
idolgreat	1
idols	4
ids	1
ie	2
ieds	1
if	1287
ifagain	1
ifor	1
ifwhen	2
ignoramus	2
ignorance	7
ignorant	7
ignore	19
ignored	8
ignores	2
ignoring	10
igoogle	1
igor	1
ii	6
iii	5
iipod	1
ikr	1
il	1
ill	208
illconceived	3
illegal	133
illegally	16
illegals	50
illequipped	1
illfit	1
illinformed	1
illinois	13
illiterate	1
illnessplease	1
illserved	1
illtrained	2
illusionist	2
illustrated	1
illustrates	1
illustration	1
illustrativeeverything	1
illustrious	1
iluvamerica4trump2016	2
im	619
image	7
imagen	1
images	3
imaginary	1
imagination	18
imaginations	1
imaginationthanks	1
imaginative	2
imagine	56
imagined	2
imbalances	1
imbecilic	1
imbue	1
imcompetently	1
imho	1
imitate	1
imitating	1
imitation	2
imm	1
immaculately	1
immature	1
immediate	7
immediately	72
immediatelybecause	2
immediatelyhe	1
immediatelymake	1
immediatelyrahm	1
immediatelyshe	1
immensely	1
immigrant	19
immigrants	39
immigrate	3
immigration	125
immigrationdont	1
immigrationif	1
imminent	2
immoral	1
immortal	1
immortals	1
immune	1
immunity	2
imo	5
impact	25
impactdont	1
impacted	1
impatience	1
impeach	2
impeccable	8
impediment	1
impending	2
impenetrable	1
imperative	2
impersonating	2
impersonation	1
impersonator	4
implement	4
implementation	3
implemented	7
implementing	1
implicate	2
imploding	4
import	2
importance	4
important	128
importantjust	1
importantly	13
importantlyhes	1
importantwhat	1
importantyou	1
importent	1
importers	1
importing	2
imports	4
imposing	3
impossibilities	2
impossibility	1
impossibl	1
impossible	22
impress	9
impressed	19
impressing	1
impression	8
impressive	23
imprisoned	3
impromptu	1
improve	10
improved	1
improvement	2
improvements	2
improving	4
impunity	1
imus	6
in	6808
‎in	1
in10	1
inability	1
inaccuracies	1
inaccurate	16
inaccurately	6
inaction	1
inactivity	1
inadequate	2
inall	1
inand	1
inappropriate	4
inappropriately	1
inaugural	9
inauguration	10
inaugurationpick	1
inborn	1
inc	2
incapable	11
incbuffy	1
incensed	1
incentive	6
incentives	1
inch	3
inches	2
incident	5
incidents	2
incidentsfast	1
incited	2
incl	1
inclined	1
include	14
included	1
includes	8
includetrump	1
including	64
inclusion	1
incoherent	2
income	17
incomes	2
incoming	1
incomparable	1
incompetence	27
incompetency	1
incompetent	63
incompetently	1
incomprehensible	1
inconceivable	2
inconsiderate	2
inconsistent	2
inconvenient	1
incorporating	1
incorrect	9
incorrectit	1
incorrectly	7
incorrectlythey	1
incorruptible	1
incr	1
increase	52
increased	28
increasepay	1
increases	21
increaseswe	1
increasing	7
increasingly	3
incredible	93
incrediblebest	1
incrediblei	1
incredibly	7
incumbent	1
ind	1
indebtedness	1
indecision	2
indecisive	1
indeed	17
independence	9
independent	31
independents	5
index	5
india	18
indian	3
indiana	44
indianapolis	3
indians	2
indicate	1
indicated	1
indicates	2
indication	2
indicator	2
indicted	1
indictment	1
indie	1
indies	1
indignanthear	1
indiv	1
individual	17
individuals	6
indonesia	4
indonesian	3
indoor	1
indorcer	1
inducted	15
inductee	1
inductees	1
inducting	1
induction	4
inducts	2
industrial	11
industries	1
industry	23
indy	1
ineffective	19
ineffectual	1
inefficient	7
inelegant	1
ineligible	3
inept	9
ineptitude	5
ineptness	1
inequality	1
inevitable	7
inevitably	1
inexcusable	2
inexplicable	1
infected	9
infection	1
